"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance(mi)","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature(F)","Wind_Chill(F)","Humidity(%)","Pressure(in)","Visibility(mi)","Wind_Direction","Wind_Speed(mph)","Precipitation(in)","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"1943","A-3079719",2,2020-10-29 13:10:00,2020-10-29 17:26:00,27.442889,-82.50536,27.442885,-82.505492,0.008,"Incident on 55TH AVE near LOCKWOOD RIDGE RD Drive with caution.",NA,"55th Avenue Dr E","R","Bradenton","Manatee","FL","34203","US","US/Eastern","KSRQ",2020-10-29 12:53:00,87,87,72,29.89,10,"SSW",16,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1944","A-3147944",2,2020-12-03 13:32:00,2020-12-04 03:54:34,38.661415,-121.225696,38.663996,-121.226691,0.186,"Stationary traffic on County Hwy-E3 from Phoenix Ave to Illinois Ave due to accident.",5220,"Hazel Ave","L","Fair Oaks","Sacramento","CA","95628-3931","US","US/Pacific","KMHR",2020-12-03 11:45:00,61,61,39,30.15,10,"CALM",0,NA,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1945","A-2959528",2,2020-12-25 05:48:14,2020-12-25 07:46:13,30.008019,-90.061302,30.008132,-90.060113,0.072,"Incident on MIRABEAU AVE near ELYSIAN FIELDS AVE Expect delays.",NA,"Frenchmen St","R","New Orleans","Orleans","LA","70122","US","US/Central","KNEW",2020-12-25 05:53:00,49,41,52,30.17,10,"WNW",24,0,"Fair / Windy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"1946","A-3217582",2,2020-11-25 14:36:26,2020-11-25 16:21:26,45.557588,-122.567049,45.551238,-122.563799,0.466,"Incident on I-205 SB near MP 23 Drive with caution.",NA,"E Portland Fwy S","R","Portland","Multnomah","OR","97220","US","US/Pacific","KPDX",2020-11-25 14:53:00,49,46,80,30.17,10,"S",7,0.01,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1947","A-3678001",2,2020-01-08 01:30:00,2020-01-08 02:04:38,33.806741,-117.234606,33.806741,-117.234606,0,"At Nuevo Rd - Accident.",NA,"Escondido Fwy S","R","Perris","Riverside","CA","92571","US","US/Pacific","KRIV",2020-01-08 01:58:00,37,37,99,28.39,10,"CALM",0,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1948","A-4032046",2,2018-06-08 14:23:48,2018-06-08 20:23:48,47.50223,-122.19506,47.50671,-122.19771,0.333,"Ramp to WA-900/Exit 5 - Accident. Roadway reduced to 1 lane.",1584,"NE Park Dr","L","Renton","King","WA","98056","US","US/Pacific","KRNT",2018-06-08 14:53:00,60.1,NA,80,30.03,10,"SSW",4.6,0.01,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Night"
"1949","A-2915543",2,2017-05-18 12:52:53,2017-05-18 18:52:53,44.95185,-93.14175,44.95185,-93.15165,0.484,"At Lexington Pky/Exit 239 - Accident.",NA,"I-94 W","R","Saint Paul","Ramsey","MN","55104","US","US/Central","KSTP",2017-05-18 12:53:00,51.1,NA,74,29.99,10,"North",6.9,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1950","A-2898214",2,2017-04-12 06:46:53,2017-04-12 12:46:53,39.06775,-94.48815,39.05595,-94.49374,0.869,"At I-70/Exit 63 - Accident.",NA,"I-435 S","R","Kansas City","Jackson","MO","64129","US","US/Central","KMKC",2017-04-12 06:54:00,48,NA,77,30.24,10,"ENE",4.6,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1951","A-2774981",2,2016-11-16 18:03:19,2016-11-17 00:03:19,39.77752,-86.03115,39.77292,-86.03043,0.32,"At US-40/Washington St/Exit 46 - Accident.",NA,"US-421 S","R","Indianapolis","Marion","IN","46219","US","US/Eastern","KMQJ",2016-11-16 17:58:00,51.8,NA,71,29.97,10,"Calm",NA,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"1952","A-3196918",2,2020-12-13 04:06:00,2020-12-13 05:24:26,36.576197,-119.808899,36.576213,-119.794921,0.776,"Incident on W FLORAL AVE EB near S WALNUT AVE Expect delays.",11000,"S Walnut Ave","L","Fresno","Fresno","CA","93706-9296","US","US/Pacific","KFAT",2020-12-13 03:53:00,47,47,90,29.88,4,"ENE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1953","A-4204416",2,2019-06-26 00:41:35,2019-06-26 01:10:35,35.784484,-78.438587,35.784484,-78.438587,0,"At Knightdale-Eagle Rock Rd/Exit 427 - Accident. Lane blocked.",NA,"US-264 W","R","Knightdale","Wake","NC","27545","US","US/Eastern","KLHZ",2019-06-26 00:40:00,73,73,83,29.65,10,"WNW",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1954","A-3485350",2,2020-05-11 09:01:43,2020-05-11 09:46:43,39.74745,-84.16948,39.74745,-84.16948,0,"At Steve Whalen Blvd - Accident.",800,"Wyoming St","R","Dayton","Montgomery","OH","45410-1648","US","US/Eastern","KFFO",2020-05-11 08:56:00,40,33,70,29.26,10,"W",12,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1955","A-3230618",4,2020-12-22 14:54:30,2020-12-22 18:26:27,34.401658,-119.517699,34.403658,-119.528069,0.607,"US-101 N is closed from Linden Ave (US-101) to Reynolds Ave (US-101) due to accident.",NA,"US-101 N","R","Carpinteria","Santa Barbara","CA","93013","US","US/Pacific","KSBA",2020-12-22 14:53:00,62,62,65,30,10,"S",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1956","A-2741512",2,2016-10-19 19:05:43,2016-10-20 01:05:43,44.9668,-93.22419,44.95935,-93.20046,1.269,"Between Huron Blvd/Exit 235 and MN-280/Exit 236 - Accident.",NA,"US-52 E","R","Minneapolis","Hennepin","MN","55414","US","US/Central","KMSP",2016-10-19 18:53:00,48,NA,66,30.23,10,"NW",10.4,NA,"Scattered Clouds",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"1957","A-3762557",2,2019-12-04 05:37:00,2019-12-04 06:33:28,34.083207,-118.228342,34.083207,-118.228342,0,"At CA-110/Pasadena Fwy - Accident.",NA,"I-5 S","R","Los Angeles","Los Angeles","CA","90031","US","US/Pacific","KCQT",2019-12-04 05:42:00,57,57,87,29.74,3,"E",7,0.26,"Rain",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"1958","A-3741726",3,2020-02-28 15:50:15,2020-02-28 16:19:30,41.90906,-87.92896,41.90233,-87.92075,0.628,"At US-20/Lake St/North Ave/Exit 13 - Accident. Left lane blocked.",NA,"I-290 E","R","Elmhurst","DuPage","IL","60126","US","US/Central","KORD",2020-02-28 15:51:00,29,18,41,29.3,10,"WNW",15,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1959","A-3829188",2,2019-11-01 18:49:00,2019-11-01 19:21:49,34.04297,-118.27318,34.04297,-118.27318,0,"At S Union Ave - Accident.",NA,"W Pico Blvd","R","Los Angeles","Los Angeles","CA","90015","US","US/Pacific","KCQT",2019-11-01 18:52:00,68,68,33,29.83,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"1960","A-3275456",2,2020-11-29 05:53:00,2020-11-29 08:53:36,35.024746,-118.165994,35.010066,-118.161234,1.049,"NB. [Rotation Request Comment] 1039 ANTELOPE VLY 661-267-6454 1 FB WILL BE 97 ASAP ASAP / 2-FB WILL BE VERY CHORTLY",13551,"Sierra Hwy","L","Mojave","Kern","CA","93501","US","US/Pacific","KMHV",2020-11-29 06:00:00,28,28,64,27.32,10,"CALM",0,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Day","Day"
"1961","A-4132577",2,2017-10-12 16:28:10,2017-10-12 22:28:10,38.88231,-77.021891,38.88234,-77.01845,0.185,"At 6th St - Accident.",544,"7th St SW","L","Washington","District of Columbia","DC","20024","US","US/Eastern","KDCA",2017-10-12 16:52:00,63,NA,75,30.27,10,"East",11.5,NA,"Light Drizzle",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1962","A-3865565",2,2019-09-29 18:18:00,2019-09-29 18:54:02,37.695941,-122.112142,37.695941,-122.112142,0,"At I-580/Liberty St/Foothill Blvd - Accident.",1448,"164th Ave","R","San Leandro","Alameda","CA","94578-3124","US","US/Pacific","KHWD",2019-09-29 17:54:00,63,63,54,29.87,10,"WNW",12,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1963","A-2991045",2,2020-09-19 10:06:14,2020-09-19 11:51:14,40.058823,-85.59754,40.054883,-85.63979,2.251,"Incident on I-69 SB near IN-236 Left lane blocked.",NA,"I-69 S","R","Anderson","Madison","IN","46017","US","US/Eastern","KAID",2020-09-19 09:35:00,47,45,78,29.36,10,"ENE",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1964","A-3780136",2,2019-12-16 09:02:00,2019-12-16 13:01:41,37.774526,-122.232194,37.774526,-122.232194,0,"At Fruitvale Ave - Accident.",NA,"I-880 S","R","Oakland","Alameda","CA","94601","US","US/Pacific","KOAK",2019-12-16 08:53:00,49,47,71,30.36,10,"ESE",6,0,"Partly Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1965","A-2739234",4,2016-09-27 14:16:59,2016-09-27 20:16:59,30.16669,-90.8811,30.17276,-90.8758,0.525,"Closed between LA-70 and I-10 - Road closed due to accident.",6307,"Highway 22","L","Sorrento","Ascension","LA","70778","US","US/Central","KL38",2016-09-27 13:53:00,87,87,57,29.88,10,"VAR",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1966","A-3227281",2,2020-11-21 05:37:00,2020-11-21 07:42:33,37.710885,-121.07756,37.710945,-121.076732,0.045,"KIERNAN AT SISK. 1125",4398,"Kiernan Ave","L","Modesto","Stanislaus","CA","95356-9507","US","US/Pacific","KMOD",2020-11-21 05:53:00,32,32,96,30.11,5,"ESE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Night","Night","Night","Day"
"1967","A-3241544",2,2020-12-18 18:22:33,2020-12-18 20:22:33,42.431028,-123.254055,42.423924,-123.229318,1.354,"A vehicle fire has occurred causing no to minimum delays. Use caution.",NA,"I-5 S","R","Grants Pass","Josephine","OR","97526","US","US/Pacific","KSXT",2020-12-18 18:30:00,35,26,82,26.27,10,"S",14,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"1968","A-3688646",2,2020-01-16 07:51:35,2020-01-16 11:51:35,43.30206,-122.95236,43.30206,-122.95236,0,"At NF-4711 - Accident.",28976,"N Umpqua Hwy","L","Idleyld Park","Douglas","OR","97447-9711","US","US/Pacific","KRBG",2020-01-16 07:53:00,36,36,93,29.11,9,"CALM",0,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1969","A-3279663",2,2020-11-25 23:18:00,2020-11-26 01:52:58,40.015879,-78.921545,40.015904,-78.92322,0.089,"Crash on BRIDGE ST / STUTZMANTOWN RD / JOHN ST both directions at WEIGLE RD. There is a traffic disruption.",NA,"Stutzmantown Rd","R","Friedens","Somerset","PA","15541","US","US/Eastern","KHMZ",2020-11-25 23:26:00,49,44,86,28.41,10,"S",13,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1970","A-2783109",2,2016-09-29 07:15:56,2016-09-29 13:15:56,40.53168,-74.34983,40.52673,-74.35664,0.495,"At I-287 - Accident.",NA,"US Highway 1","R","Edison","Middlesex","NJ","08837","US","US/Eastern","KLDJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1971","A-3404286",2,2020-11-19 13:18:00,2020-11-20 00:32:00,40.013833,-75.617051,40.020375,-75.623746,0.574,"Slow traffic on PA-100 Spur N - PA-100 N from PA-100/Boot Rd (PA-100) to US-30 (PA-100) due to accident.",NA,"PA-100 Spur N","R","West Chester","Chester","PA","19380","US","US/Eastern","KOQN",2020-11-19 13:15:00,45,39,57,29.77,9,"S",10,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1972","A-2924386",2,2017-05-12 16:52:16,2017-05-12 22:52:16,38.17507,-121.26221,38.17763,-121.26225,0.177,"At Acampo Rd - Accident.",NA,"CA-99 N","R","Acampo","San Joaquin","CA","95220","US","US/Pacific","KSCK",2017-05-12 16:55:00,73,NA,28,30.04,10,"WNW",17.3,NA,"Clear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1973","A-3784838",2,2019-12-19 00:18:00,2019-12-19 03:30:36,35.4575,-119.478056,35.4575,-119.478056,0,"At Rowlee Road - Accident.",NA,"I-5 S","R","Buttonwillow","Kern","CA","93206","US","US/Pacific","KBFL",2019-12-19 00:54:00,42,39,58,29.6,10,"E",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1974","A-3077571",2,2020-12-18 18:52:00,2020-12-18 21:06:23,33.868329,-117.727706,33.86904,-117.729725,0.126,"WB 91 JEO 241 TOLL RD. 194 W VISUAL TURN AT COAL IN THE GP OF 241 TRANS NEG BLKG [Shared]",NA,"CA-91 W","R","Yorba Linda","Orange","CA","92887","US","US/Pacific","KAJO",2020-12-18 18:56:00,57,57,36,29.63,10,"SSE",7,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1975","A-3696735",2,2020-01-22 05:54:00,2020-01-22 07:07:16,44.10925,-93.66272,44.10925,-93.66272,0,"At US-14 - Vehicle spun around.",NA,"US Highway 14","R","Janesville","Waseca","MN","56048","US","US/Central","KACQ",2020-01-22 05:59:00,32,24,93,28.7,4,"S",10,0,"Light Snow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1976","A-2848723",2,2016-10-18 15:28:49,2016-10-18 21:28:49,34.004632,-117.944436,34.004901,-117.944982,0.036,"At Bixby Dr - Accident.",16608,"Gale Ave","R","City Of Industry","Los Angeles","CA","91745-1801","US","US/Pacific","KEMT",2016-10-18 14:45:00,77,NA,47,29.9,10,"South",4.6,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1977","A-3738039",2,2020-02-24 01:47:00,2020-02-24 02:40:16,34.264585,-119.23566,34.264585,-119.23566,0,"At CA-126/Main St - Accident.",NA,"CA-1 S","R","Ventura","Ventura","CA","93003","US","US/Pacific","KOXR",2020-02-24 01:51:00,48,45,86,30.16,10,"E",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1978","A-3198159",2,2020-12-23 20:46:30,2020-12-24 00:19:30,29.473535,-98.404953,29.454693,-98.404753,1.302,"Stationary traffic on Connally Loop - I-410 S from I-35 (San Antonio) (I-410) to TX-13 Loop/Exit 31 (I-410) due to accident.",NA,"Connally Loop","R","San Antonio","Bexar","TX","78218","US","US/Central","KSAT",2020-12-23 20:51:00,58,58,26,29.15,10,"N",18,0,"Mostly Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1979","A-2763523",4,2017-01-16 10:18:49,2017-01-16 16:18:49,42.59836,-85.6618,42.53449,-85.65969,4.414,"Closed between 124th Ave/Exit 59 and M-222/Exit 55 - Road closed due to accident.",NA,"US-131 S","R","Shelbyville","Allegan","MI","49344","US","US/Eastern","KGRR",2017-01-16 10:29:00,30,25.2,75,30.3,5,"SE",4.6,0.01,"Light Ice Pellets",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1980","A-3813226",2,2019-10-21 12:21:00,2019-10-21 12:58:37,33.783735,-118.091473,33.783735,-118.091473,0,"At I-605/Exit 24 - Accident.",NA,"I-405 S","R","Seal Beach","Orange","CA","90740","US","US/Pacific","KSLI",2019-10-21 11:58:00,91,91,10,29.95,10,"NW",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1981","A-3180943",2,2020-11-12 13:09:30,2020-11-13 00:26:30,34.067636,-117.981714,34.066066,-117.993466,0.681,"Slow traffic on I-10 W - San Bernardino Fwy W from Francisquito Ave (I-10) to I-605 (I-10) due to accident.",NA,"Baldwin Park Blvd","R","Baldwin Park","Los Angeles","CA","91706","US","US/Pacific","KEMT",2020-11-12 12:53:00,73,73,26,29.89,10,"VAR",5,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1982","A-2907573",3,2017-05-01 08:13:42,2017-05-01 14:13:42,37.68135,-77.45129,37.69502,-77.44921,0.951,"At VA-656/Exit 86 - Accident.",NA,"I-95 N","R","Ashland","Hanover","VA","23005","US","US/Eastern","KOFP",2017-05-01 07:54:00,71.1,NA,75,30.02,10,"South",11.5,NA,"Overcast",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1983","A-3289498",2,2020-12-01 15:33:00,2020-12-01 16:52:14,37.175256,-76.551865,37.178136,-76.552975,0.208,"Incident on I-64 WB near MM 250 Expect delays.",NA,"I-64 W","R","Newport News","Newport News","VA","23603","US","US/Eastern","KFAF",2020-12-01 15:56:00,47,41,44,29.82,10,"W",13,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1984","A-3272176",2,2020-10-26 19:50:00,2020-10-26 21:45:53,30.533047,-84.735868,30.537467,-84.730424,0.445,"Incident on JUNIPER CREEK RD near SUBER RD Drive with caution.",2198,"Telogia Creek Rd","L","Quincy","Gadsden","FL","32351","US","US/Eastern","K2J9",2020-10-26 19:55:00,75,75,94,29.79,10,"E",5,NA,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Day"
"1985","A-3191166",2,2020-11-30 04:30:02,2020-11-30 05:08:00,30.384031,-97.546159,30.375761,-97.529129,1.165,"Stationary traffic from Fuchs Grove Rd to FM 973 N due to accident.",10665,"Gregg Ln","R","Manor","Travis","TX","78653","US","US/Central","KEDC",2020-11-30 04:35:00,41,33,61,29.73,10,"NNW",14,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1986","A-3780471",2,2019-12-16 07:26:00,2019-12-16 09:19:41,36.78061,-121.312712,36.78061,-121.312712,0,"At Southside Rd - Accident.",7807,"Airline Hwy","R","Hollister","San Benito","CA","95023","US","US/Pacific","KCVH",2019-12-16 07:20:00,36,31,93,30.11,10,"E",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1987","A-3688580",2,2020-01-16 01:42:34,2020-01-16 05:42:34,44.35824,-121.99471,44.35824,-121.99471,0,"At NF-730 - Accident.",NA,"State Highway 126","R","Blue River","Linn","OR","97413","US","US/Pacific","KEUG",2020-01-16 01:54:00,39,33,89,29.24,10,"SSW",9,0.01,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1988","A-4149770",2,2017-09-27 14:52:02,2017-09-27 20:52:02,33.89685,-117.48528,33.89648,-117.49655,0.647,"Between Magnolia Ave (Riverside) and Pierce St - Accident.",NA,"CA-91 W","R","Riverside","Riverside","CA","92503","US","US/Pacific","KRAL",2017-09-27 14:53:00,91,NA,19,29.77,10,"West",11.5,NA,"Clear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1989","A-4035785",2,2018-06-20 09:13:43,2018-06-20 15:13:43,38.943149,-77.06292,38.943149,-77.06292,0,"At Van Ness St NW - Accident. Police directing traffic.",3100,"Van Ness St NW","L","Washington","District of Columbia","DC","20008","US","US/Eastern","KDCA",2018-06-20 08:52:00,77,NA,56,29.9,10,"ENE",5.8,NA,"Mostly Cloudy",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1990","A-3245954",2,2020-11-24 14:31:00,2020-11-24 19:14:49,25.572457,-80.377366,25.572467,-80.375484,0.117,"Slow traffic on US-1 N - FL-5 from SW 114th Ct to SW 112th Ave due to accident.",NA,"SW 114th Ct","R","Miami","Miami-Dade","FL","33177","US","US/Eastern","KTMB",2020-11-24 14:53:00,78,78,66,30.08,10,"ENE",20,0,"Light Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Day","Day","Day","Day"
"1991","A-3423618",2,2020-10-30 14:57:00,2020-10-30 16:57:10,39.009329,-122.907818,39.000839,-122.894038,0.944,"Incident on CA-29 SB near HIGHLAND SPRINGS RD Drive with caution.",3200,"Ackley Rd","R","Lakeport","Lake","CA","95453-9713","US","US/Pacific","KUKI",2020-10-30 14:56:00,82,82,16,29.33,10,"ESE",3,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1992","A-3081125",2,2020-12-28 20:23:00,2020-12-28 22:41:08,33.387147,-117.174853,33.387164,-117.173325,0.088,"I15 S MISSION (FALLBROOK). CORR BLKG #1 LN AND BLK SD IN CD",NA,"Old Highway 395","R","Fallbrook","San Diego","CA","92028","US","US/Pacific","KNFG",2020-12-28 19:55:00,55,55,72,29.84,4,"SW",7,0,"Rain",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Night","Night","Night","Night"
"1993","A-3525754",1,2020-06-26 15:25:58,2020-06-26 16:00:56,37.2665,-121.94873,37.2665,-121.94873,0,"At Camden Ave/San Tomas Expy - Accident.",NA,"CA-17 S","R","Campbell","Santa Clara","CA","95008","US","US/Pacific","KSJC",2020-06-26 15:53:00,80,80,50,29.78,10,"NW",14,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1994","A-4235959",2,2019-08-16 17:34:40,2019-08-16 18:04:17,35.152632,-78.722973,35.164421,-78.710499,1.077,"Between US-13/Exit 58 and NC-82/Exit 65 - Accident. Hard shoulder blocked.",NA,"I-95 N","R","Wade","Cumberland","NC","28395","US","US/Eastern","KFBG",2019-08-16 17:56:00,84,84,69,29.68,10,"SSE",6,0,"Fair",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
"1995","A-3560791",2,2020-06-18 17:54:02,2020-06-18 18:09:02,35.0027,-82.65287,35.0027,-82.65287,0,"At SC-8/Pumpkintown Rd - Accident.",1400,"Table Rock Rd","R","Pickens","Pickens","SC","29671-8037","US","US/Eastern","KLQK",2020-06-18 17:55:00,77,77,63,28.96,10,"S",5,0,"Cloudy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Day","Day","Day","Day"
